end_date,title,start_time,end_time,start_date,location
"8 
                          June
                          2016",Fashion Communication and Styling Graduate Show 2016,12:00pm,05:00pm,"4 
                          June
                          2016","Dray Walk, Shop 7, The Truman Brewery, 91 Brick Lane, London E1 6QR"
"1 
                          June
                          2016",Education Businesses and the Business of Education,01:00pm,03:00pm,"1 
                          June
                          2016","C110 College Building, Middlesex University, London NW4 4BT"
"3 
                          June
                          2016",TACTYC forum on early years qualifications and training,10:30am,03:30pm,"3 
                          June
                          2016","C219 Boardroom, College Building, Middlesex University, The Burroughs, London NW44BT"
"4 
                          June
                          2016",Introduction to Western Herbal Medicine,10:30am,01:30pm,"4 
                          June
                          2016",", 7 Boulevard Drive, Beaufort Park, London, NW9 5HF"
"19 
                          May
                          2016",Cfi Annual Conference: Diversity,10:00am,06:00pm,"19 
                          May
                          2016","C219, College Building, Middlesex University, The Burroughs, London NW4 4BT"
"19 
                          May
                          2016",What does the EU Referendum mean for workers and the higher education sector?,01:00pm,02:30pm,"19 
                          May
                          2016","Room CG41, College Building, Middlesex University, The Burroughs, London NW4 4BT"
"12 
                          July
                          2016",Intervening in the Regulation of Family Migration,10:00am,04:00pm,"12 
                          July
                          2016","Middlesex University. Town Hall Committee, Room 2, The Burroughs, Hendon, NW4 4AX"
"5 
                          June
                          2016",Seoul Study in Europe Fair Day 2 (South Korea),01:00pm,06:00pm,"5 
                          June
                          2016","KEB Hana Bank HQ Building, Seoul South Korea"
"28 
                          August
                          2016",A Splotch of Red,12:00am,12:00am,"22 
                          August
                          2016",Various
"14 
                          May
                          2016",London UK University Fair (United Kingdom),12:00pm,05:00pm,"14 
                          May
                          2016","Lancaster London Hotel, Lancaster Terrace, London W2 2TY, United Kingdom"
"14 
                          May
                          2016",MDX Jazz presents: Let Spin and Vels Trio,08:00pm,11:00pm,"14 
                          May
                          2016","Vortex Jazz Club, 11 Gillett Square, Dalston, London N16 8AZ"
"20 
                          May
                          2016",Mental Health Awareness Week,12:25pm,04:00pm,"16 
                          May
                          2016","Middlesex University, The Burroughs, London NW4 4BT"
"16 
                          May
                          2016",Should we be training (everyone) to deliver alcohol Identification and Brief Advice IBA (everywhere)?,04:30pm,06:30pm,"16 
                          May
                          2016","Middlesex University, The Burroughs, London NW44BT"
"6 
                          May
                          2016",Strengthening nurses' and healthcare professionals' capacity to deliver culturally competent and compassionate care,09:00am,02:00pm,"6 
                          May
                          2016","C122, Middlesex University, The Burroughs London NW44BT"
